,ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism
625,ARO:3002753,39187,715,99,QnrB38,QnrB38,AEL00461.1,JN173060,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
626,ARO:3001048,37428,2034,490,TEM-188,TEM-188,AEL17198.1,JN211012,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
627,ARO:3001046,37426,1883,1124,TEM-186,TEM-186,AET99222.1,JN227084,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
628,ARO:3001049,37429,847,2004,TEM-189,TEM-189,AEL79515.1,JN254627,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
629,ARO:3001050,37430,1000,1963,TEM-190,TEM-190,AEL88240.1,JN416112,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
630,ARO:3002079,38479,783,695,CMY-66,CMY-66,AEZ49849.1,JN714478,CMY beta-lactamase,cephamycin,antibiotic inactivation
631,ARO:3002081,38481,945,1668,CMY-68,CMY-68,AEZ49855.1,JN714480,CMY beta-lactamase,cephamycin,antibiotic inactivation
632,ARO:3001832,38232,940,22,ACT-10,ACT-10,AEV91214.1,JN848330,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
633,ARO:3001053,37433,1245,1380,TEM-193,TEM-193,AFC75523.1,JN935135,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
634,ARO:3001054,37434,1325,1614,TEM-194,TEM-194,AFC75524.1,JN935136,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
635,ARO:3001055,37435,1402,155,TEM-195,TEM-195,AFC75525.1,JN935137,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
636,ARO:3001184,37564,1711,657,SHV-142,SHV-142,AEX99752.1,JQ029959,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
637,ARO:3001376,37776,3690,2064,TEM-196,TEM-196,AFE48832.1,JQ034306,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
638,ARO:3003583,40193,3375,249,basS,basS,AEX49906.1,JQ340365,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration
639,ARO:3001344,37744,4699,1533,SHV-143,SHV-143,AFQ32277.1,JQ341060.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
640,ARO:3001183,37563,1634,818,SHV-141,SHV-141,AFC60795.1,JQ388884,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
641,ARO:3001328,37727,561,37,Escherichia coli mdfA,Escherichia coli mdfA,AFH35853.1,JQ394987,major facilitator superfamily (MFS) antibiotic efflux pump,benzalkonium chloride;rhodamine;tetracycline antibiotic,antibiotic efflux
642,ARO:3002171,38571,764,1136,MIR-6,MIR-6,AFJ79785.1,JQ664733,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
643,ARO:3002080,38480,864,1864,CMY-67,CMY-67,AFK08541.1,JQ711185,CMY beta-lactamase,cephamycin,antibiotic inactivation
644,ARO:3000823,37203,289,1665,ramA,ramA,AFK13828.1,JQ727668,General Bacterial Porin with reduced permeability to beta-lactams;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,antibiotic efflux;reduced permeability to antibiotic
645,ARO:3002062,38462,904,340,CMY-51,CMY-51,AFK73431.1,JQ733571,CMY beta-lactamase,cephamycin,antibiotic inactivation
646,ARO:3002088,38488,1587,683,CMY-75,CMY-75,AFK73434.1,JQ733572,CMY beta-lactamase,cephamycin,antibiotic inactivation
647,ARO:3002089,38489,1664,2018,CMY-76,CMY-76,AFK73437.1,JQ733573,CMY beta-lactamase,cephamycin,antibiotic inactivation
648,ARO:3002091,38491,1817,1634,CMY-78,CMY-78,AFK73443.1,JQ733575,CMY beta-lactamase,cephamycin,antibiotic inactivation
649,ARO:3002092,38492,1897,94,CMY-79,CMY-79,AFK73446.1,JQ733576,CMY beta-lactamase,cephamycin,antibiotic inactivation
650,ARO:3002094,38494,823,1178,CMY-81,CMY-81,AFK73452.1,JQ733578,CMY beta-lactamase,cephamycin,antibiotic inactivation
651,ARO:3002097,38497,1037,2027,CMY-84,CMY-84,AFK73455.1,JQ733579,CMY beta-lactamase,cephamycin,antibiotic inactivation
652,ARO:3004658,42697,5543,3358,catA8,catA8,AFN69318.1,JQ922409.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
653,ARO:3001345,37745,1871,1984,SHV-144,SHV-144,AFK93491.1,JQ926986,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
654,ARO:3001185,37565,1943,2008,SHV-145,SHV-145,AFN88952.1,JX013655,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
655,ARO:3000890,37270,928,1771,TEM-19,TEM-19,AFN21551.1,JX042489,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
656,ARO:3001058,37438,5867,1476,TEM-199,TEM-199,AFN69127.1,JX050178,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
657,ARO:3002676,39110,5450,150,catB3,catB3,AFQ93498.1,JX101693.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
658,ARO:3001186,37566,2021,1319,SHV-147,SHV-147,AFQ23953.1,JX121114,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
659,ARO:3001187,37567,829,1753,SHV-148,SHV-148,AFQ23954.1,JX121115,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
660,ARO:3001188,37568,915,1262,SHV-149,SHV-149,AFQ23955.1,JX121116,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
661,ARO:3001189,37569,1064,806,SHV-150,SHV-150,AFQ23956.1,JX121117,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
662,ARO:3001190,37570,1145,1732,SHV-151,SHV-151,AFQ23957.1,JX121118,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
663,ARO:3001191,37571,1232,242,SHV-152,SHV-152,AFQ23958.1,JX121119,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
664,ARO:3001192,37572,1312,610,SHV-153,SHV-153,AFQ23959.1,JX121120,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
665,ARO:3001193,37573,1389,1628,SHV-154,SHV-154,AFQ23960.1,JX121121,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
666,ARO:3001194,37574,1472,1953,SHV-155,SHV-155,AFQ23961.1,JX121122,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
667,ARO:3001195,37575,1558,488,SHV-156,SHV-156,AFQ23962.1,JX121123,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
668,ARO:3001196,37576,1635,830,SHV-157,SHV-157,AFQ23963.1,JX121124,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
669,ARO:3001197,37577,1712,1080,SHV-158,SHV-158,AFQ23964.1,JX121125,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
670,ARO:3001198,37578,1788,1776,SHV-159,SHV-159,AFQ23965.1,JX121126,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
671,ARO:3001199,37579,1944,1933,SHV-160,SHV-160,AFQ23966.1,JX121127,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
672,ARO:3001200,37580,2022,832,SHV-161,SHV-161,AFQ23967.1,JX121128,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
673,ARO:3001201,37581,830,286,SHV-162,SHV-162,AFQ23968.1,JX121129,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
674,ARO:3001202,37582,916,2036,SHV-163,SHV-163,AFQ23969.1,JX121130,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
675,ARO:3001203,37583,1065,2021,SHV-165,SHV-165,AFQ23970.1,JX121131,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
676,ARO:3002474,38874,5283,2333,LEN-26,LEN-26,AGB34168.1,JX124390.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
677,ARO:3002190,38590,1519,1485,MOX-8,MOX-8,AGH56079.1,JX173956,MOX beta-lactamase,cephalosporin;cephamycin;penam,antibiotic inactivation
678,ARO:3002772,39206,574,539,QnrB59,QnrB59,AFR46590.1,JX259320,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
679,ARO:3001091,37471,1148,887,SHV-33,SHV-33,AFN82060.1,JX268631,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
680,ARO:3002734,39168,484,581,QnrB19,QnrB19,AGK90303.1,JX298080,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
681,ARO:3001378,37778,1884,607,TEM-201,TEM-201,AFS44742.1,JX310327,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
682,ARO:3002087,38487,1509,889,CMY-74,CMY-74,AFU25632.1,JX440349,CMY beta-lactamase,cephamycin,antibiotic inactivation
683,ARO:3002083,38483,1180,64,CMY-70,CMY-70,AFU25635.1,JX440350,CMY beta-lactamase,cephamycin,antibiotic inactivation
684,ARO:3002096,38496,959,364,CMY-83,CMY-83,AFU25638.1,JX440351,CMY beta-lactamase,cephamycin,antibiotic inactivation
685,ARO:3002085,38485,1346,1247,CMY-72,CMY-72,AFU25641.1,JX440352,CMY beta-lactamase,cephamycin,antibiotic inactivation
686,ARO:3002090,38490,1739,996,CMY-77,CMY-77,AFU25644.1,JX440353,CMY beta-lactamase,cephamycin,antibiotic inactivation
687,ARO:3001836,38236,1176,1541,ACT-14,ACT-14,AFU25647.1,JX440354,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
688,ARO:3001834,38234,1017,1506,ACT-12,ACT-12,AFU25650.1,JX440355,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
689,ARO:3001837,38237,1262,951,ACT-15,ACT-15,AFU25653.1,JX440356,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
690,ARO:3002765,39199,298,1588,QnrB50,QnrB50,AFU25656.1,JX440357,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
691,ARO:3002762,39196,147,58,QnrB47,QnrB47,AFU25658.1,JX440358,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
692,ARO:3001352,37752,1233,1199,SHV-168,SHV-168,AFW16978.1,JX870080,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
693,ARO:3001369,37769,1156,982,TEM-153,TEM-153,AGA83484.1,KC149518,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
694,ARO:3000617,36911,227,1321,mecA,mecA,AGC51118.1,KC243783,methicillin resistant PBP2,carbapenem;cephalosporin;cephamycin;monobactam;penam,antibiotic target replacement
695,ARO:3000904,37284,1160,54,TEM-34,TEM-34,AGE11905.1,KC292503,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
696,ARO:3002779,39213,192,1683,QnrB67,QnrB67,AGL43628.1,KC580656,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
697,ARO:3002780,39214,236,1257,QnrB68,QnrB68,AGL43629.1,KC580657,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
698,ARO:3002782,39216,370,938,QnrB70,QnrB70,AGL43631.1,KC580659,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
699,ARO:3002783,39217,406,388,QnrB71,QnrB71,AGL43632.1,KC580660,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
700,ARO:3002111,38511,1778,297,CMY-98,CMY-98,AGH70380.1,KC603538,CMY beta-lactamase,cephamycin,antibiotic inactivation
701,ARO:3002784,39218,469,2049,QnrB72,QnrB72,AGN92479.1,KC741443,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
702,ARO:3001383,37783,2035,211,TEM-206,TEM-206,AGK82336.1,KC783461,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
703,ARO:3001384,37784,848,302,TEM-207,TEM-207,AGK40892.1,KC818234,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
704,ARO:3001385,37785,929,1916,TEM-208,TEM-208,AGL39384.1,KC865667,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
705,ARO:3001382,37782,1957,698,TEM-205,TEM-205,AGZ20205.1,KC900516,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
706,ARO:3002359,38759,1349,1168,NDM-9,NDM-9,AGU91756.1,KC999080,NDM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
707,ARO:3001534,37934,5674,3480,OXA-346,OXA-346,AHN07464.1,KF048919.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
708,ARO:3001685,38085,1458,935,OXA-314,OXA-314,AGU69252.1,KF057031,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
709,ARO:3000559,36698,569,1880,adeN,adeN,AGV28567.1,KF147862,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux
710,ARO:3002116,38516,1546,658,CMY-104,CMY-104,AGR82311.1,KF150216,CMY beta-lactamase,cephamycin,antibiotic inactivation
711,ARO:3001386,37786,1001,1010,TEM-209,TEM-209,AGW25367.1,KF240808,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
712,ARO:3001356,37756,1313,750,SHV-172,SHV-172,AHA80958.1,KF513177,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
713,ARO:3001357,37757,1390,1208,SHV-173,SHV-173,AHA80959.1,KF513178,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
714,ARO:3001388,37788,1159,1672,TEM-211,TEM-211,AHA80960.1,KF513179,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
715,ARO:3001828,38228,1990,1645,ACT-23,ACT-23,AGU38146.1,KF515536,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
716,ARO:3002112,38512,1194,221,CMY-100,CMY-100,AHA80101.1,KF526113,CMY beta-lactamase,cephamycin,antibiotic inactivation
717,ARO:3002113,38513,1281,1364,CMY-101,CMY-101,AHA80102.1,KF526114,CMY beta-lactamase,cephamycin,antibiotic inactivation
718,ARO:3002114,38514,1360,1029,CMY-102,CMY-102,AHA80103.1,KF526115,CMY beta-lactamase,cephamycin,antibiotic inactivation
719,ARO:3002115,38515,1441,1747,CMY-103,CMY-103,AHA80104.1,KF526116,CMY beta-lactamase,cephamycin,antibiotic inactivation
720,ARO:3001841,38241,1853,1309,ACT-20,ACT-20,AHA80105.1,KF526117,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
721,ARO:3001842,38242,1854,1905,ACT-21,ACT-21,AHA80106.1,KF526118,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
722,ARO:3002626,39026,5528,914,ANT(6)-Ia,ANT(6)-Ia,AHE40557.1,KF648874.1,ANT(6),aminoglycoside antibiotic,antibiotic inactivation
723,ARO:3001390,37790,1246,709,TEM-213,TEM-213,AHA58207.1,KF663615,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
724,ARO:3001362,37762,1559,2057,SHV-179,SHV-179,AHA80962.1,KF705208,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
725,ARO:3001361,37761,1473,2012,SHV-178,SHV-178,AHA80963.1,KF705209,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
726,ARO:3001552,37952,976,1032,OXA-365,OXA-365,AHI63011.1,KF885217,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
727,ARO:3001393,37793,1494,1452,TEM-216,TEM-216,AHJ78622.1,KF944358,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
728,ARO:3002106,38506,1549,1756,CMY-93,CMY-93,AHM76768.1,KF992025,CMY beta-lactamase,cephamycin,antibiotic inactivation
729,ARO:3001838,38238,1418,1114,ACT-17,ACT-17,AHM76771.1,KF992026,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
730,ARO:3001843,38243,1911,401,ACT-22,ACT-22,AHM76774.1,KF992027,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
731,ARO:3001839,38239,1505,1565,ACT-18,ACT-18,AHM76777.1,KF992028,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
732,ARO:3001840,38240,1583,236,ACT-19,ACT-19,AHM76779.1,KF992029,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
733,ARO:3002140,38540,5779,3581,DHA-9,DHA-9,AHL39320.1,KJ207201.1,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
734,ARO:3002098,38498,1117,283,CMY-85,CMY-85,AHL39322.1,KJ207202,CMY beta-lactamase,cephamycin,antibiotic inactivation
735,ARO:3002095,38495,905,1990,CMY-82,CMY-82,AHL39324.1,KJ207203,CMY beta-lactamase,cephamycin,antibiotic inactivation
736,ARO:3002117,38517,1623,208,CMY-105,CMY-105,AHL39330.1,KJ207205,CMY beta-lactamase,cephamycin,antibiotic inactivation
737,ARO:3001848,38248,1018,1700,ACT-28,ACT-28,AHL39333.1,KJ207206,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
738,ARO:3001844,38244,779,1929,ACT-24,ACT-24,AHL39336.1,KJ207207,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
739,ARO:3001845,38245,861,433,ACT-25,ACT-25,AHL39338.1,KJ207208,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
740,ARO:3001847,38247,941,1484,ACT-27,ACT-27,AHL39340.1,KJ207209,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
741,ARO:3002854,39288,5109,1992,dfrA1,dfrA1,AAP74961.2,KJ541681.1,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement
742,ARO:3001340,37740,1387,1216,SHV-119,SHV-119,AIG51284.1,KJ776406,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
743,ARO:3001606,38006,1765,1733,OXA-415,OXA-415,AIG94927.1,KJ865754,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
744,ARO:3001595,37995,5684,3489,OXA-404,OXA-404,AIM47096.1,KJ920338.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
745,ARO:3004745,42856,5752,3557,MIR-23,MIR-23,AIG20028.1,KJ949106.1,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
746,ARO:3001849,38249,1095,80,ACT-29,ACT-29,AIT76085.1,KM087832,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
747,ARO:3001850,38250,1263,241,ACT-30,ACT-30,AIT76086.1,KM087833,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
748,ARO:3001853,38253,3684,2135,ACT-33,ACT-33,AIT76087.1,KM087834.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
749,ARO:3001852,38252,1419,1904,ACT-32,ACT-32,AIT76088.1,KM087835,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
750,ARO:3002124,38524,863,775,CMY-113,CMY-113,AIT76089.1,KM087836,CMY beta-lactamase,cephamycin,antibiotic inactivation
751,ARO:3002123,38523,781,1454,CMY-112,CMY-112,AIT76090.1,KM087837,CMY beta-lactamase,cephamycin,antibiotic inactivation
752,ARO:3002129,38529,1265,308,CMY-118,CMY-118,AIT76091.1,KM087838,CMY beta-lactamase,cephamycin,antibiotic inactivation
753,ARO:3002126,38526,1020,1268,CMY-115,CMY-115,AIT76092.1,KM087839,CMY beta-lactamase,cephamycin,antibiotic inactivation
754,ARO:3002127,38527,1098,705,CMY-116,CMY-116,AIT76093.1,KM087840,CMY beta-lactamase,cephamycin,antibiotic inactivation
755,ARO:3001851,38251,1342,700,ACT-31,ACT-31,AIT76096.1,KM087843,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
756,ARO:3002128,38528,1178,844,CMY-117,CMY-117,AIT76097.1,KM087844,CMY beta-lactamase,cephamycin,antibiotic inactivation
757,ARO:3002125,38525,943,46,CMY-114,CMY-114,AIT76099.1,KM087846,CMY beta-lactamase,cephamycin,antibiotic inactivation
758,ARO:3002152,38552,1480,1649,DHA-21,DHA-21,AIT76100.1,KM087847,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
759,ARO:3002151,38551,1414,1792,DHA-20,DHA-20,AIT76101.1,KM087848,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
760,ARO:3002150,38550,1258,180,DHA-19,DHA-19,AIT76102.1,KM087849,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
761,ARO:3002148,38548,1089,829,DHA-17,DHA-17,AIT76103.1,KM087850,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
762,ARO:3002180,38580,1503,968,MIR-15,MIR-15,AIT76104.1,KM087851,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
763,ARO:3002146,38546,910,32,DHA-15,DHA-15,AIT76106.1,KM087853,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
764,ARO:3002145,38545,827,1793,DHA-14,DHA-14,AIT76107.1,KM087854,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
765,ARO:3002144,38544,770,1207,DHA-13,DHA-13,AIT76108.1,KM087855,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
766,ARO:3002153,38553,1554,1071,DHA-22,DHA-22,AIT76109.1,KM087856,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
767,ARO:3002175,38575,1102,1888,MIR-10,MIR-10,AIT76111.1,KM087858,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
768,ARO:3002176,38576,1182,1875,MIR-11,MIR-11,AIT76112.1,KM087859,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
769,ARO:3002174,38574,875,1164,MIR-9,MIR-9,AIT76113.1,KM087860,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
770,ARO:3002181,38581,1581,399,MIR-16,MIR-16,AIT76114.1,KM087861,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
771,ARO:3002178,38578,1348,1234,MIR-13,MIR-13,AIT76115.1,KM087862,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
772,ARO:3002177,38577,1269,669,MIR-12,MIR-12,AIT76116.1,KM087863,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
773,ARO:3002179,38579,1425,1640,MIR-14,MIR-14,AIT76117.1,KM087864,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
774,ARO:3003157,39734,1649,1218,TEM-219,TEM-219,AIS39742.1,KM114268,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
775,ARO:3001608,38008,5695,3500,OXA-417,OXA-417,AIU44173.1,KM220587.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
776,ARO:3003152,39729,2023,529,SHV-185,SHV-185,AIS67768.1,KM233164,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
777,ARO:3003153,39730,832,917,SHV-186,SHV-186,AIS67769.1,KM233165,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
778,ARO:3003117,39694,4698,1536,OXA-421,OXA-421,AIZ00987.1,KM401566.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
779,ARO:3003171,39748,1660,663,ACT-36,ACT-36,AJG06170.1,KM926621,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
780,ARO:3003172,39749,1735,257,ACT-37,ACT-37,AJG06172.1,KM926622,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
781,ARO:3003158,39735,3723,2398,TEM-220,TEM-220,AIW68620.1,KM998962.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
782,ARO:3002170,38570,1978,576,MIR-5,MIR-5,AJO16037.1,KP050484,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
783,ARO:3001350,37750,3768,293,SHV-180,SHV-180,AJO16040.1,KP050487.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
784,ARO:3001364,37764,2124,125,SHV-182,SHV-182,AJO16042.1,KP050489,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
785,ARO:3001391,37791,2126,378,TEM-214,TEM-214,AJO16044.1,KP050491,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
786,ARO:3001392,37792,2127,1999,TEM-215,TEM-215,AJO16045.1,KP050492,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
787,ARO:3003156,39733,2125,1968,SHV-189,SHV-189,AJO16047.1,KP050494,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
788,ARO:3003209,39793,4457,112,FosA5,FosA5,AJE60855.1,KP143090.1,fosfomycin thiol transferase,fosfomycin,antibiotic inactivation
789,ARO:3002361,38761,5107,3254,NDM-11,NDM-11,AJE61443.1,KP265939.1,NDM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
790,ARO:3003655,40265,5243,3311,ACT-38,ACT-38,AKS43590.1,KP836350.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
791,ARO:3003652,40262,5775,3577,CMY-132,CMY-132,AKZ20822.1,KP862820.1,CMY beta-lactamase,cephamycin,antibiotic inactivation
792,ARO:3003883,40582,5423,2366,ADC-77,ADC-77,ALA14812.1,KP881237.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
793,ARO:3004778,42893,5777,3579,CMY-135,CMY-135,AKP17985.1,KP981366.1,CMY beta-lactamase,cephamycin,antibiotic inactivation
794,ARO:3004336,41504,4209,2852,PDC-73,PDC-73,AKR18013.1,KR057742.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
795,ARO:3004337,41505,4210,2853,PDC-74,PDC-74,AKR18014.1,KR057743.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
796,ARO:3004338,41506,4211,2854,PDC-75,PDC-75,AKR18015.1,KR057744.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
